Soruce,Abstract
s,"Augmented reality retail applications (ARRAs) have emerged as rapidly developing innovative and futuristic retail innovation used in both physical store and online shops to improve the retail settings and customer experience. So, the objective of this research was to identify predictors of user benefits of ARRA in the retail food chain. By integrating the theory of information system success model, this study proposes a model to investigate the mediating effect of two values: (1) user satisfaction and (2) user continuance intention between quality perspective as explanatory variables (system, service, and information quality) and user benefits as the outcome variable. Both the mediating factors are found positively playing mediating roles among all proposed relationships. This paper provides valuable course of action for retailers and marketers on assessing customers satisfaction and using ARRA to create marketing strategies effectively. © 2021 Elsevier Ltd"
s,"To meet changing business and market requirements many businesses opt for digital transformation, a process entailing the integration of digital technologies, such as the Internet of Things, Artificial Intelligence, Virtual Reality, Machine Learning, Cybersecurity, Information systems, Big Data, etc. into all their business practices. Covid-19 pandemic urged companies worldwide to engage in digital transformation for reasons of survival, competitiveness, and adaption to the emerged conditions. The present study investigates the engagement of small Greek companies into digital transformation process during the Covid-19 pandemic. An online questionnaire was used as a research tool and was distributed throughout Greece. The collected data showed that digital transformation is still in its early stages in Greece, although Greek entrepreneurs consider it a key element to make their businesses viable. A future study, with a bigger sample and more research tools, when Covid-19 pandemic ends, might contribute to a better understanding of digital transformation process in Greece under circumstances different than those of a pandemic crisis.  © 2021 IEEE."
s,"In the digital era, virtual reality (VR) technology has revolutionized the museum experience, redefining how visitors engage with cultural artifacts and exhibits. This research investigates the profound impact of VR on museums, specifically focusing on its influence on visitor satisfaction, loyalty, and the democratization of cultural heritage. By combining the information systems (IS) success model, flow theory, and the Customer Satisfaction Index (CSI) model, this study offers a comprehensive framework to analyze the complex dynamics of VR integration within museums. The findings reveal that visitor satisfaction and loyalty are closely linked to the quality of information, system functionality, and aesthetic appeal in VR-enhanced museum spaces. Flow experience serves as a mediating factor, elucidating the psychological underpinnings of visitor engagement and the attainment of positive outcomes. By evaluating dimensions such as information quality (IQ), system quality (SQ), aesthetic quality (AQ), flow experience (FE), visitor satisfaction (VS), and visitor loyalty (VL), this research provides practical recommendations for museums seeking to thrive in the digital age. Also, the study explores the global accessibility facilitated by VR, making cultural collections accessible to diverse audiences and expanding the influence of museums worldwide. The research emphasizes the importance of information systems management and marketing strategies in maximizing the benefits of VR-enhanced museum experiences, ultimately leading to greater visitor satisfaction. This study contributes to the theoretical understanding of VR’s impact on museums and calls for strategic interventions to ensure the continued relevance and growth of museums in the digital era. © 2024, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature."
s,"Online shopping often requires consumers to choose among multiple products without detailed information about the quality. Herding is common in such situations which require consumers to infer product quality from other consumers' choices and incorporate that information into their own decision-making process. The Internet affects the herding phenomenon in two ways. On the one hand, it provides more information about other consumers' choices, making herding more feasible. On the other hand, the Internet provides more details about product quality, thus making herding less desirable. In this paper, we empirically examine those two effects in the context of online software downloading. We collected data on daily software downloads and studied how the daily download market share is related to the cumulative number of downloads and to the professionals' and users' ratings. We find significant herd behavior in our analysis of customers' software choices. Surprisingly, the provision of professional product reviews or user reviews does not have a significant influence on the herding phenomenon. Our results suggest that consumers are in favor of information inferred from others' behavior, but choose to ignore other sources of information. Such results are consistent with the predictions of the informational cascades literature. Our results also indicate that the vast amount of information provided on the Internet may not have as great an impact on consumer decision-making as previously expected. This paper contributes to e-commerce and Internet marketing research by investigating and offering a more in-depth understanding of online consumer behavior. This paper also contributes to the emerging literature on the impact of virtual communities."
s,"Virtual reality (VR) technology is starting to become widely and freely available (for example the online OpenSimulator tool), with potential for use in 3D urban planning and design tasks but still needing rigorous assessment to establish this. A previous study consulted with a small group of urban professionals, who concluded in a satisfaction usability test that online VR had potential value as a usable 3D communication and remote marketing tool but acknowledged that visual quality and geographic accuracy were obstacles to overcome. This research takes the investigation a significant step further to also examine the usability aspects of efficiency (how quickly tasks are completed) and effectiveness (how successfully tasks are completed), relating to OpenSimulator in an urban planning situation. The comparative study pits a three-dimensional VR model (with increased graphic fidelity and geographic content to address the feedback of the previous study) of a subdivision design (in a Dunedin suburb) against 3D models built with GIS (ArcGIS) and CAD (BricsCAD) tools, two types of software environment well established in urban professional practice. Urban professionals participated in the study by attempting to perform timed tasks correctly in each of the environments before being asked questions about the technologies involved and their perceived importance to their professional work. The results reinforce the positive feedback for VR of the previous study, with the graphical and geographic data issues being somewhat addressed (though participants stressed the need for accurate and precise object and terrain modification capabilities in VR). Ease-ofuse and associated fastest task completion speed were significant positive outcomes to emerge from the comparison with GIS and CAD, pointing to a strong future for VR in an urban planning context."
s,"The proceedings contain 154 papers. The special focus in this conference is on Circuits and Systems, Computers and Information Technology, Communication Systems, Controls Theory and Applications, Automation and Signal Processing, Electrical Power Systems and Computer Education. The topics include: Design of a miniaturized power divider for 3G applications; multipurpose laser simulated shooting system; the use of NFC in transportation information system for visually impaired persons; the performance measurement of marine logistics information platform; an automatic analysis system for online hotel reviews; a new automatic analysis system for risk behaviors; analysis of virtual desktop remote protocol; low-resolution surface simplification using shape operators with large-scale surface analysis; an efficiently orderable encryption in cloud computing; analysis of examination questions and scores by using decision tree algorithm; a detection and track algorithm for moving dim targets in deep space; a detection and track algorithm for moving dim targets in deep space; electricity market management information system based on the cloud computing; an accelerated image-reconstruction algorithm based on fusion of color and codeword; automatic technology application in China container terminals; improving education through data mining; a new type of 3D reconstruction software system design based on 3D calibration board; improved shuffled frog leaping algorithm for permutation flow shop scheduling; reflection properties of electromagnetic waves from a moving conducting surface; comparative analysis of automatic tortuosity classification algorithms; an emergency medical system based on cloud computing; a novel 3D visualization method for tunnels using consumer digital camera; fault map query using content-based image retrieval; digital video steganalysis based on histogram and texture features; dynamic prediction of individual customer retention; a hardware accelerator approach for quantum computer modeling; Multilanguage translation usage in toolkit of modeling systems; identifying dependencies of the source code for software maintenance; implementation of camera-based traffic monitoring system; a heuristic design method for loop invariant template; multi-band SAR image fusion study based on NSCT and PCNN; trust model based on exponential smoothing method for WMN; identifying the topic of queries based on domain specify ontology; consistency model for collaborative software development on cloud; an extensible peer-to-peer platform architecture for web of things; a discrete computation approach for helical pipe bending in wearable muscle supports designing; a new approach to implement policies and creation of the first web observatory; using concept semantic similarity for documents classification; dynamic power management strategy based on weighted Markov model; using alternative error control codes for DVB systems; generalized central particle swarm optimization; design and realization of communication training simulator of certain radar; the improved intra-prediction mode for AVS; hybrid factor-graph equalization for the linear distortion of satellite channels; localization of random mobile vehicles; application research on UWB wireless communication technology for metal mine underground; study on a bound of broadcasting time for the publishing network; the research on the things SNS and internet DNS middleware; the error analysis of rotating accelerometer gravity gradiometer extraction; research on the affecting factors of RFID reading performance of accessing the warehouse; Chinese folk instrument identification based on pitch histogram; course-centered knowledge management and application in online learning based on web ontology; automatic mission construction system for educational game design; an integrated solution for arms trade aircraft simulation training; distance education oriented web instant messaging system; system design and implementation of the student works showing based on flash platform technology; ISO/OSI model and data communication by animations; primary exploration on teaching of Linux operating system course; the new experimental teaching mode of program design; the rigor versus relevance debate; project education method at distance teaching system; college English teaching in web-based computer-assisted language learning; a design-model of digital education games based on flow theory; comparison on the introductory course of computer science; on the marketing strategy of consuming-now-and-paying-later; a virtual reality system for vehicle accident safety education; the need of incorporating cidos with Facebook to facilitate online collaborative learning; research and practice of innovative engineering and technical talent training mode based on CDIO; different approaches in teaching programming; a reform proposed on numerical analysis course; application of metacognitive strategy training into reading class; effects of preliminary preparation and revision on student performance in learning programming; the implementation of academic frontier-based approach based on constructivism; design and analysis of teaching case about fast malab algorithms; the new approach of college ideological and political education and the research and practice of college-enterprise cooperation teaching pattern in computer specialty."
s,"Faced with downsized engineering and other technical staffs, plant and corporate managers see integrated enterprise-wide information systems as the key to improving productivity and profits. Computerized hardware and software will continue to enjoy the most rapid increases, reflecting the growing importance of software and advances in computer technology, network communications, and user interfaces. With this upcoming technology, the trend will be integrating plant control systems with other enterprise computing systems, via manufacturing execution systems (MESs) and other business management systems, to improve productivity and to reduce costs."
s,"Computer graphics is the basic technology for realizing interactive graphics dialogues for engineering; printing, publishing and office applications; research and medical science; media and visual communication, etc. Moreover, CG is the key technology for enabling computer-based working paradigms such computer-supported cooperative work. Taking into account this broad understanding of CG, it shows that CG plays a key role in the European 5th Framework Program for Research and Technological Development. Besides this, the framework program is revealed as the information society program where European effort in CG are concentrated."
s,"It has been shown that virtual reality (VR) can be utilized for sales and marketing since it can enable the users to virtually and realistically experience the products they want to purchase. Further, there have some efforts to extend such VR systems by adding product configuration, analysis, and manufacturing/production information services. The limitations of these previous efforts were that they used expensive and proprietary VR tools, and they did not address the issue of integrating distributed and heterogeneous data sources. This paper proposes an information system architecture to overcome these limitations. The architecture is composed of a product configuration module (PCM) based on Java and Virtual Reality Modeling Language (VRML), and a product analysis module (PAM) based on Common Object Request Broker Architecture (CORBA). The PCM enables the users to virtually experience products from their own Web browsers on any computer platforms anywhere anytime. The PAM performs product analysis and provides decision-making information from distributed and heterogeneous data sources, for example, part information from vendors around the world. That is, the users can configure and virtually experience the products that they want to purchase on any client workstations such as PCs, Macintoshes, and Unix workstations. Further, they will be provided with the product analysis and manufacturing/production information from various data sources including relational databases such as Oracle, Sybase, etc. A prototype system has been implemented to show the feasibility of the proposed architecture. The results of this paper can be used to greatly expand Web-based global marketing services, especially for virtual enterprises."
s,"The benefits of an online education program, developed by ESRI's virtual campus, are presented. The primary purpose of the course is to introduce global information system (GIS) and geographic concepts to health care administrators. The virtual campus online courses are designed as lecture presentations and examples followed by exercises. 'The geography of health care planning and marketing' course comprises six modules and each module is separated into two lessons, providing an exercise, a quiz and a test about the material covered. The details of each module of this course are also provided to stress on the application of geographic analysis and technologies by the online program in solving different problems."
s,"This paper presents a distributed information system that facilitates virtual multidisciplinary product development activities. A growing problem today for many companies is that of facing up to increasing global competition, increasing the importance of delivering the right product at the right time and at the least cost. To enable a company to provide competitive services, concurrent engineering methods are employed progressively more often. However, a truly effective concurrent engineering team requires specialists in a wide variety of occupations and skill bases. Effective communication and exchange of information between members usually require not only face-to-face meetings but also highly advanced tools. Various tools have been developed in the past with the premise of facilitating effective communication. However, these have realistically only covered a subsection of the total product development life-cycle. The work presented here displays an approach to the problem in terms of an Internet-based system, which provides a mechanism to allow integrated information sharing from the initial concepts through to the realization and the marketing of a product. The system effectively removes the barriers between people and incompatible computer systems and resulting from non-standardization."
s,"This paper studies a new paradigm for building and using Business Information Systems, accompanied by the required enabling technologies and business models, which will assimilate innovative marketplace concepts and thus allow for better process/activity oriented management. The proposed approach is inter-disciplinary (technology and management) and relies on combining the mobile object (agent) technology with the ABC/ABM model (Activity Based Costing/Management) towards what could be called 'real time management'. The core idea concerns the deployment of Active Business Objects, which may form an essential part of the emerging Global Business Infrastructure. In the ABO approach we use agents to encapsulate business objects which become mobile active software entities, holding all the necessary data (i.e., the business objects) and code (i.e., the behavior) to take action according to the different situations that can occur."
s,"In the age of virtual organizations, managers and experts cease to be lone custodians of the corporate knowledge base. Knowledge must be shared across cultural and time-space boundaries to create strategic frontiers in global and virtual enterprises. However, we believe that organizations have barely scratched the surface of the ""knowledge sharing game"" played across virtual environments. In technology-based organizations, for example, technical knowledge must be meticulously captured and conveyed in a highly cognitive manner to have substantive benefits in raising the competence and productivity of globally-dispersed workers. In this light, we contend that richer forms of knowledge/media representations, such as virtual reality (VR) and 3D imagery, could be creatively utilized to enable improvements in knowledge management, especially within virtual workspace. We further argue that organizational learning evolves to a higher level only when knowledge management is radically improved and effectively exploits ""organizational memory"" with the aid of IT (Stein and Zwass 1995). This paper explores how a technology-based firm, APV Anhydro, has extracted technical knowledge from its experts and creatively presented such knowledge in rich media representations using VR/3D technologies. This enabled APV to share rich technical knowledge across its global marketing operations, and as a consequence, accelerated its organizational learning process."
w,"Augmented Reality devices are about to reach mainstream markets but applications have to meet user expectations in terms of usage and ergonomics. In this paper, we present a real-life outdoor Marine Augmented Reality Navigational Assistance Application (MARNAA) that alleviates cognitive load issues (orientation between electronic navigational devices and bridge view) for vessels and recreational boats. First, we describe the current application and explain the requirements to draw relevant and meaningful objects. Secondly we present the 3D chart generator that extracts and provides the meaningful information to the application. Then, we detail our Marine Mobile Augmented Reality System (MMARS) and a generic architecture that can embeds MARNAA application. Finally, we present results and implementations."
w,"This study integrated geographic information systems (GIS), location-based services (LBS), mobile augmented reality (MAR), and information related to corporate mobile marketing to create an app for tourists using Android and iPhone systems. The proposed system provides an intuitive information interface capable of augmenting one's experience in the real world with elements of virtual reality, social networking services, and mobile tour guide functions. The goal was to provide tourists with access to information on tourist attractions, local culture, scenery, and shopping. The proposed tourist information system integrates information and communications technology (ICT) with tourism projects promoted by the Tourism Bureau and the Ministry of Economic Affairs as well as mobile marketing provided by 500 local businesses. The integration of a GIS-based computing engine and a corporate management framework ensures the provision of highly accurate mobile marketing information."
w,"Advancement in mobile information technology and the rapid growth of Internet over the past decade have substantially changed the end-user interacting environment. Therefore, it is appropriate to review the measures of user perception with latest information systems technology, especially in a mobile-based augmented reality environment, that has completely revolutionized the way of accessing and interacting with information thus invoking new experiences for users all around the world. The objective of this research is to investigate the perceived user perception of Mobile Augmented Reality (MAR). The results of this study show a remarkable positive perception of respondents regarding MAR in advertisement and marketing."
w,"In this article we present Ecological Augmented Reality (E-AR), an approach that questions the theoretical assumptions of mainstream Augmented Reality (AR). The development of AR systems to date presupposes an information-processing theory of perception that hinders the potential of the field. Generally, in AR devices, virtual symbolic information is superimposed upon the environment in such a way that the real and the virtual may be processed, informationally speaking, in tandem. Thus, we find information in reality itself, as well as virtual symbolic information. But by increasing the burden of symbolic crunching, AR devices run the risk of saturating the user of the technology. AR systems developed under the principles of an ecological psychology may contribute to new and better levels of performance and adaptation to the user's perceptual abilities. Our proposal is to develop AR devices such that reality itself is augmented non-symbolically by blending real and virtual layers/information. Although there are seldom AR devices in the market that are designed ecologically, two fields of research may well bring inspiration to AR developers. These are the design and manipulation of real objects, and ecological research in the field of sensory substitution. We consider them both in turn with an eye to putting forward a framework that eschews any type of information-processing regarding the nature of our psychological processes. Ultimately, our aim is to provide some guidelines for the exploration of an ecological trend in AR applications. (C) 2016 Elsevier B.V. All rights reserved."
w,"To comply with Thailand 4.0, this paper aims at developing an innovative course recommender system for student enrollment in Martin de Tours School of Management and Economics, Assumption University. The research model namely, AR-CoReSSe (Course Recommender System for Student Enrollment using Augmented Reality) is consisted of 4 main components; Hybrid recommender system, Collaborative filtering (CF), RFD (Recency, Frequency, Duration) model and Augmented Reality (AR) technology. The results from data analysis of the proposed model show that the real time relevance feedback of hybrid recommender system, analytical recommended information of the CF model, students' period of time preparing for the enrollment of RFD and video presentation by lecturer of AR have significant relationship with students majoring in marketing, non-major students and students majoring in finance and banking, all at highly significant level"
w,"Some results of Data Mining of scientific publication activity in Scopus database and Text Big Data analytics using API access to Google about Information transformation are presented. The whole ecosystem of Internet of Health and its place within Internet of Things are described. System analysis is given about: Big Data market in Health Care, ways of Medical Information Systems development, and the direction of hospitals transition to new condition based on three whales (hybrid Cloud computing, supercomputer and data center). The Internet of Things ecosystem foregrounds some important aspects related to gerontology, genetics, biorhythmology, and gravitational biology. Sociological understanding of people's role in formation of the new high IT dependence reality allows to determine the main vectors of farsighted forecast. The technological evolution can be described as subsequent stages: distribution of IT - automation - Digital transformation and Internet of Things - Big Data analytics Artificial Intelligence solutions - people connection to Augmented Reality - Context-as-A-Service - NBIC- and GRAIN-technologies - Humanity Plus. The essence of concept patient is changing. Patient transforms into an e-patient (all records about patient have been digitized) and then into Internet-patient with monitoring of health parameters within the Internet of Things surrounding people. Getting Augmented Reality patient is becoming a Digital patient. Augmented Reality methods are already being developed to treat patients. Medicine as part of social structure becomes more diffuse, covering common space of Internet of Things. Medical culture acquires a new value for society. Five measures for successful transformation of Health Care in Russia are recommended in the article."
w,"Technological progress in augmented reality (AR) creates new application opportunities for different branches of tourism. The application of modern technology is made possible by the widespread use of mobile devices and dedicated tourist applications. Preliminary market research demonstrates that there are no global solutions intended for tourists on sea voyages that make use of augmented reality. This paper analyzes the use of AR technology in water tourism. The proposed Maritime Educational Trip (MET) system makes it possible to combine geolocation information with the accumulated knowledge of a specific location and to present it with AR. An example prototypical Android application is developed, combining e-navigation with a knowledge base. The developed solutions show how a combination of the real world with a computer-generated world helps to expand the tourism space."
w,"Indoor localization is a basic element in location-based services (LBSs), including seamless indoor and outdoor navigation, location-based precision marketing, spatial recognition in robotics, augmented reality, and mixed reality. The popularity of LBSs in the augmented reality and mixed reality fields has increased the demand for a stable and efficient indoor positioning method. However, the problem of indoor visual localization has not been appropriately addressed, owing to the strict trade-off between accuracy and cost. Therefore, we use point cloud and RGB characteristic information for the accurate acquisition of three-dimensional indoor space. The proposed method is a novel visual positioning system (VPS) capable of determining the user's position by matching the pose information of the object estimated by the improved point-graph neural network (GNN) with the pose information label of a voxel database object addressed in predefined voxel units. We evaluated the performance of the proposed system considering a stationary object in indoor space. The results verify that high positioning accuracy and direction estimation can be efficiently achieved. Thus, spatial information of indoor space estimated using the proposed novel VPS can aid in indoor navigation."
w,"LARA project is an innovative combination of different emerging technologies to develop a hand-held and mobile device that integrates state-of-the-art technologies in the domains of mobility, positioning and sensors (Global Navigation Satellite System - GNSS), Augmented Reality (AR) and 3D Geographic Information System (GIS) geo-databases. The vision of the system is to develop a system that simulates an 'x-ray camera' and is able to guide utility field workers to 'see beneath the ground' the buried infrastructures. The system renders, in high accuracy 3D models, all the complexity of the different underground grids (water, gas, sewerage, electricity, etc.) that are stored in the 3D GIS geo-database. The project has a clear intention to commercialize the products and services built therefore a detailed market analysis for the system and the definition of the appropriate business models is required .In order to prepare the commercialization strategy of the final location based and augmented reality assistive system, during the project lifetime, all consortium partners are defining and agreeing the marketing strategy and the collaborative business models that best fit system requirements and needs developed through end user workshops and technical consultations."
w,"This special issue provides new insights into the applications of emerging technologies in e-commerce operations and supply chain management. This editorial note summarizes the discussion on some important topics in operations and supply chain management from the published articles in this special issue, including the value of blockchain technology adoption on supply chains, the impacts of augmented reality advertising on retailing operations, the effects of using advanced information system to improve business performance, and the use of artificial intelligence (AI) for e-commerce sales and marketing. They all shed new light on e-commerce operations and digitalized supply chain management."
w,"In recent years, Augmented Reality (AR) has experienced a great growth in the interest of researchers and general public. Commercial applications such as AR browsers, games, and marketing campaigns are gradually becoming more available; however, the need for a flexible authoring solution still remains. The aim of this paper is to present a novel framework to create marker based augmented reality applications for mobile devices. The framework is composed of five main subsystems: a) presentation: with a game engine as the core component, b) tracking: which performs all the computer vision algorithms, c) interaction: composed of a custom visual editor which processes all the inputs to the framework, d) world model: used to store and provide access to the digital representation of the world, and e) context: used to provide status information of the entire system. All the subsystems were used to provide for users a comprehensive way to develop and share prefabricated objects that allow reusability across applications. A particular case, of an interactive pARabola plotting application, is presented to demonstrate the efficiency of the framework. The application was tested in four mobile devices running Android OS. The experimental results demonstrate the ability of the framework to create usable mobile AR applications, observing better visual and interaction results on the higher quality mobile devices."
w,"Augmented reality (AR) is an emerging technology that superimposes digital information directly on top of a user's real world view. AR may have great potential for aiding safe marine navigation, however the devices currently available have significant limitations that prevent them from being practical for marine usage. While suitable devices are still a few years away from the market, we propose that research into AR-aided marine navigation can and should be conducted now. Towards this goal, we have developed a virtual reality simulation system that allows us to experiment with a range of possible AR devices and information overlays within a dynamic and highly flexible ship simulation. This strategy avoids challenging registration issues and being tied to any particular prototype AR hardware. The project's goals include identifying the technical specifications required for future AR devices to be useful in navigation, what information is most beneficial to display, and what types of visual representations are best for conveying that information."
w,"Currently, the route planning functions in 2D/3D campus navigation systems in the market are unable to process indoor and outdoor localization information simultaneously, and the UI experiences are not optimal because they are limited by the service platforms. An ARCore-based augmented reality campus navigation system is designed in this paper in order to solve the relevant problems. Firstly, the proposed campus navigation system uses ARCore to enhance reality by presenting 3D information in real scenes. Secondly, a visual inertial ranging algorithm is proposed for real-time locating and map generating in mobile devices. Finally, rich Unity3D scripts are designed in order to enhance users' autonomy and enjoyment during navigation experience. In this paper, indoor navigation and outdoor navigation experiments are carried out at the Lingang campus of Shanghai University of Electric Power. Compared with the AR outdoor navigation system of Gaode, the proposed AR system can achieve increased precise outdoor localization by deploying the visual inertia odometer on the mobile phone and realizes the augmented reality function of 3D information and real scene, thus enriching the user's interactive experience. Furthermore, four groups of students have been selected for system testing and evaluation. Compared with traditional systems, such as Gaode map or Internet media, experimental results show that our system could facilitate the effectiveness and usability of learning on campus."
w,"In modem, high competitive markets, efficient warehousing is critical as it accounts for a great part of logistics costs. Companies try to adopt highly adaptive and flexible warehouse design that may support the integration of novel technologies such as Augmented Reality (AR). This paper proposes a framework for warehouse design which minimizes inventory cost while keeping a high degree of service by supporting the integration of an AR warehousing system. The AR system will support the effective management of operations, by providing meaningful information. The proposed methodology is tested and validated in a real-life case study of a papermaking industry. (C) 2019 The Authors. Published by Elsevier B.V."
w,"Augmented reality retail applications (ARRAs) have emerged as rapidly developing innovative and futuristic retail innovation used in both physical store and online shops to improve the retail settings and customer experience. So, the objective of this research was to identify predictors of user benefits of ARRA in the retail food chain. By integrating the theory of information system success model, this study proposes a model to investigate the mediating effect of two values: (1) user satisfaction and (2) user continuance intention between quality perspective as explanatory variables (system, service, and information quality) and user benefits as the outcome variable. Both the mediating factors are found positively playing mediating roles among all proposed relationships. This paper provides valuable course of action for retailers and marketers on assessing customers satisfaction and using ARRA to create marketing strategies effectively."
w,"Food-finding application is an application that provides users with classified and suggestive information about the local food one particular country. Apparently, there are numbers of the food-finding applications in the Malaysia's apps market such as Malaysia Food diary, Hungrygowhere, FoodSpotting etc. However, lacks of classified and suggestive information are the main limitations of the current applications. In order to overcome the limitations of the existing applications, features such as augmented reality, photographic food diary, and smart budget are implemented in the proposed solution. A survey is conducted to understand end-users insights on their usage of food finding application in Malaysia. Based on the gathered evidence, Malaycious is introduced as a new food finding application that bridges the gap of known challenges. Augmented reality (AR) is implemented in the proposed system to enrich users camera feed with contextual information. Users can now benefits from the ability to the place computer generated graphics in the field of vision. Besides that, shooting food becomes one of the fastest growing hobbies for people nowadays. Therefore, the proposed application will include a new feature called Photographic Food Diary to store that pictures that users capture. Therefore, users can recall back the images and also the information of the images. In addition, Smart Budget is a feature that help users to filter the food according to the preferences that user entered. The detail discussion were provided in the relation to the development of Malaycious. Therefore, it can be suggested that Malaycious provide usable and user-friendly food-finding application."
w,"A natural consequence of the extended use of CAD systems for the design and production of any kind of vessel is its use in Virtual Reality environments, mainly because now it has become an accessible technology. Virtual Reality is extended in every industry, in every sector, at any level. Important improvements both in software and hardware have had an important impact in its use in the shipbuilding industry, where it is necessary to handle complex ship 3D models with huge amount of data. So, efficiency is the base condition in the Virtual Reality navigation around a vessel. To enhance it, there are three important factors that play a fundamental role. The first one is having an appropriate CAD system with all the information of the ship in a single data base. The second important issue is to have a viewer, which is a tool that allows the management of the 3D model to be used in Virtual Reality environments. No need to say that a good integration between the viewer and the CAD system will be translated into more functionality and better performance. Finally, the third important player is hardware, which makes possibility the Virtual Reality navigation in many different environments. This paper describes first of all different efficient uses of Virtual Reality in the shipbuilding industry, taking in consideration all the agents involved and describing in particular the advantages for any of them. Regarding the software requirements, it will be described in particular the new FVIEWER, developed by SENER for the Virtual Reality navigation and design review and based on the FORAN system. From the hardware side, it will be described some of the most relevant and feasible applications of the Virtual Reality, taking in consideration potential uses and accessible technology in the market. The future of the Virtual Reality in shipbuilding will be explained after that. (C) 2014 Elsevier Ltd. All rights reserved."
w,"Due to the COVID-19 pandemic outbreak, borders were closed, cities were blocked, and individuals went into quarantine. The market size of the tourism industry in 2020 declined by more than 70% compared to the previous year, regressing to the size it was 30 years ago. This does not mean that people's needs for tourism have decreased. People started to use virtual reality technologies to get the experience of sightseeing even if they could not go directly to tourist attractions. Prior studies found that virtual reality technology is effective for online shopping and gaming contexts. However, there are insufficient studies investigating the effect of using virtual reality for tourism content. Therefore, this study attempts to verify how the media richness of virtual reality tourism content elicits various reactions from potential tourists in terms of perceived usefulness, perceived enjoyment, satisfaction, destination visit intention, and positive word-of-mouth intention. The purpose of this study is to verify how virtual reality tourism content increases the destination visit intention after the COVID-19 pandemic. Based on media richness theory and the information system success model, a hypothesis was developed. One hundred and eighty-two data were gathered from potential tourists who were in quarantine by performing an online scenario survey that used quasi-experiment methods. Data were analyzed with a PLS algorithm. The results indicate that media richness of tourism content using virtual reality significantly increased perceived usefulness and perceived enjoyment. It could significantly increase satisfaction, destination visit intention, and positive word-of-mouth intention. The results of this study explain how information technology can be used in the tourism industry, and they provide suggestions on why tourism content using virtual reality can be useful for attracting tourists, and what experiences it can provide tourists."
w,"Purpose The purpose of this paper is to investigate the role of the Big Five personality traits (extraversion, openness, agreeableness, conscientiousness and neuroticism) on the adoption of augmented reality (AR), with a particular focus on the role AR may play in interactive marketing. Design/methodology/approach A quantitative-based approach was followed by a questionnaire survey, which was completed by 230 respondents comprising graduate and postgraduate students, using structural equation modelling. Findings While the trait of openness was positively associated with the perceived ease of use of AR, the usefulness of AR and subjective norms, the trait of neuroticism was negatively associated with the perceived ease of use of AR. Extraversion was positively associated with subjective norms. Perceived ease of use of AR, the usefulness of AR and subjective norms were positively associated with attitudes toward AR. Practical implications The data gathered will add a valuable contribution to the currently limited data available on empirical consumer behaviour research, particularly in relation to the adoption of AR for interactive marketing. Originality/value The findings of this study will benefit academics working on the adoption of technology in rapidly developing fields such as automation and artificial intelligence; the study also contributes to the emerging interdisciplinary domain of psychology, information systems, marketing and human behaviour."
w,"The term smart city has recently become greatly widespread in academic and political discourse. Nevertheless, this is rather a marketing term that unites a number of technological (and other) areas: Internet of Things (IoT), augmented and virtual reality (AR/VR), communication networks. The latest generation of networks is essential for the development of digital ecosystems of smart cities. It has been assumed that the smart city and 5G networks form an emerging technological area. The goal of the work is to study the structure of the development and implementation of new technologies for the urban environment on the sample of 5G-based technologies. For the analysis of new technologies in the selected subject area, a study of patent landscapes and scientometric analysis of the topic field has been conducted. The object of the scientometric analysis is the study of citation patterns. The use of the patent landscape is based on the information systems and databases of patent information developed by patent offices and commercial companies and consists of visualizing the logical connections between various indicators of patent activity, on the one hand, and technological and market trends, on the other. Together, the scientometric and patent landscape show the most promising areas of technological research. The results of the study can be used in further theoretical and applied research, in the formation of government policy in research and development, as well as in decision-making in the field of urban management."
