Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Link,Abstract,Author Keywords,Index Keywords,Publisher
Hassouneh D.; Brengman M.,"Hassouneh, Diana (50261906000); Brengman, Malaika (6603256071)",50261906000; 6603256071,Metaverse retailing: Are SVW users ready to buy real products from virtual world stores?,2015,"Proceedings of the International Conferences on e-Health 2015, EH 2015, e-Commerce and Digital Marketing 2015, EC 2015 and Information Systems Post-Implementation and Change Management 2015, ISPCM 2015 - Part of the Multi Conference on Computer Science and Information Systems 2015",,,,104,110,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968817602&partnerID=40&md5=edfa04573a247152f0e6eb1b1d19b79f,"Social virtual world users are spending millions of real money on virtual products and services, but are they willing to spend money on real products in-world? This study investigates the willingness of active Second Life users to shop for real products in-world and explores the benefits and drawbacks which may play a determining role in the adoption of this alternative retail channel. While many SVW users appear to be willing to purchase real products from the metaverse channel, other users raise some important security, safety and privacy concerns that need to be addressed. Nevertheless, our findings suggest that most SVW users perceive metaverse retailing as an extension to the traditional online channel, but with more fun and better product inspection capabilities. They seem to accept buying search as well as experience products from the in-world channel.",Metaverse retailing; Retail channel adoption; Second Life; Social virtual worlds; Svw shopping motivations,Commerce; Electronic commerce; Information systems; Interactive computer graphics; Marketing; Sales; Social networking (online); Virtual reality; Metaverse retailing; Retail channel; Second Life; Shopping motivations; Social virtual worlds; Information management,IADIS
Datar M.; Tercha M.; Pergantis C.; Manesh A.; Negrut D.,"Datar, Makarand (24343643900); Tercha, Michael (51564872800); Pergantis, Charles (6506887205); Manesh, Ali (57217645773); Negrut, Dan (57207560202)",24343643900; 51564872800; 6506887205; 57217645773; 57207560202,A co-simulation environment for virtual prototyping of ground vehicles,2008,"2007 Proceedings of the ASME International Design Engineering Technical Conferences and Computers and Information in Engineering Conference, DETC2007",5 PART C,,,2067,2075,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44949148228&doi=10.1115%2fDETC2007-35680&partnerID=40&md5=bebd8a27bc3aeda226c03b02d35c47d2,"The use of virtual prototyping early in the design stage of a product has gained popularity due to reduced cost and time to market. The state of the art in vehicle simulation has reached a level where full vehicles are analyzed through simulation but major difficulties continue to be present in interfacing the vehicle model with accurate powertrain models and in developing adequate formulations for the contact between tire and terrain (specifically, scenarios such as tire sliding on ice and rolling on sand or other very deformable surfaces). The proposed work focuses on developing a ground vehicle simulation capability by combining several third party packages for vehicle simulation, tire simulation, and powertrain simulation. The long-term goal of this project is to promote the Digital Car idea through the development of a reliable and robust simulation capability that will enhance the understanding and control of off-road vehicle performance. To this end we concentrate our attention on two main aspects: (1) development of a family of tire and contact models suitable for simulations ranging from high accuracy to real time for on/off-road conditions and extreme environments, and (2) investigation of co-simulation techniques suitable from a numerical standpoint to support long simulations of heterogeneous models that contain vehicle, tire, terrain, powertrain, and controls subsystems. Copyright © 2007 by ASME.",,Architectural design; Cobalt; Cobalt alloys; Cobalt compounds; Computer control; Computer networks; Computers; Concurrent engineering; Control systems; Dynamical systems; Dynamics; Ecology; Engineering; Ground vehicles; Information systems; Marketing; Mechanics; Microfluidics; Nonlinear programming; Off road vehicles; Product design; Roads and streets; Technology; Tires; Vehicles; co-simulation; Contact modeling; Deformable surfaces; design stages; Extreme environments; Heterogeneous models; high accuracy; In vehicle; international conferences; International designs; Multi-body system (MBS); Non-linear dynamics; Powertrain (CO); Powertrain modeling; Powertrain simulation; Real time; Reduced costs; road conditions; Road vehicles; simulation capabilities; State of the arts; Technical conferences; third parties; Time-to-market (TTM); tire simulation; Vehicle modelling; vehicle simulation; Virtual prototyping (VP); Virtual reality,
Amer K.S.,"Amer, Kim Siarkowski (55926078300)",55926078300,Innovations in pediatric health care technology: A multidisciplinary conceptual framework for using and evaluating information systems,2006,Children's Health Care,35,1,,5,10,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645942741&doi=10.1207%2fs15326888chc3501_2&partnerID=40&md5=361233e42b5ab31cee563ad9430c4c9b,"Information systems are transforming health care delivery. A conceptual framework is proposed for identifying issues relating to use of information systems and evaluation of outcomes that can be applied universally. Technology use with children and families with chronic illness can be affected by barriers such as poor education or marketing of technology, health care providers' time constraints, perceived benefits of using technology, and the experiences providers and patients have with technology. Measurable outcomes include patient and provider satisfaction, preferred types of technology, cost-benefit ratio, educational and support benefits to patients, and perceptions of technology. Copyright © 2006, Lawrence Erlbaum Associates, Inc.",,adolescent; article; attitude; child; child health care; childhood disease; chronic disease; conceptual framework; cost benefit analysis; education; educational technology; health care delivery; health care utilization; human; human computer interaction; infant; information system; marketing; medical technologist; newborn; outcome assessment; outcomes research; satisfaction; telehealth; telemedicine; time; virtual reality,
Roxo M.T.; Brito P.Q.,"Roxo, Mafalda Teles (57194072676); Brito, Pedro Quelhas (16678683600)",57194072676; 16678683600,The evolution of azuma’s augmented reality-an overview of 20 years of research,2017,Advances in Intelligent Systems and Computing,570,,,259,266,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018568259&doi=10.1007%2f978-3-319-56538-5_27&partnerID=40&md5=e6b269988ac5e1d3633152fdfc1ae9d6,"Augmented Reality (AR) is no longer just a gimmick. 50 years after the development of the first head-mounted display, and approaching the 20th anniversary of the first conference dedicated to AR, it is time for a new review on the theme. As such, we present a bibliometric analysis of scientific literature since 1997, using as database the Web of Science. This allowed identifying the most relevant authors, their distribution by subjects, the evolution of publishing by year and the most frequent publications. © Springer International Publishing AG 2017.",Augmented reality; Bibliometric analysis; Marketing,Helmet mounted displays; Information systems; Marketing; Bibliometric analysis; Head mounted displays; Scientific literature; Web of Science; Augmented reality,Springer Verlag
Huang L.-T.; Farn C.-K.,"Huang, Li-Ting (55492435100); Farn, Cheng-Kiang (10041686400)",55492435100; 10041686400,Effects of virtual communities on purchasing decision-making: The moderating role of information activities,2009,PACIS 2009 - 13th Pacific Asia Conference on Information Systems: IT Services in a Global Environment,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855696736&partnerID=40&md5=423a086d3bce9b6164d3549c4216dda5,"Marketing professionals gradually utilize virtual communities as a new media for affecting sales by spreading information about brand, quality, price, experience, effectiveness, etc. Studies related to this subject usually focus on influence of electronic word of mouth and posters' opinions on product choice. Lack of considering passive participants and natures of virtual community induces our interest. For comprehensively understanding every participant's attitude toward information in virtual communities, we classified members based on their activities of posting, viewing and accepting information. According to the classification, we further explore comparative importance of antecedents regarding to members' intention to adopt information for purchasing decision-making in variant groups. Data was collected by questionnaires and actual number of posting behaviors. Results show that the importance of economic, relational and social factors varies from different groups. Information shoppers, who browse most information and rarely post messages, view relational and social factors as main contributors toward intention to adopting information as a decision aid. Advice seekers, who expect to get effective recommendations and rarely post messages, think relational factors is a major determinant. Advice providers, who are primary posters and seldom accepting others' opinions, think economic and social factors are important to intention of adopting information.",A sense of belonging; Emotional trust; Purchasing decision-making; Types of information activities; Virtual communities,Behavioral research; Classification (of information); Decision making; Decision support systems; Information systems; Sales; Surveys; Emotional trust; Marketing professionals; New media; Product choice; Sense of belonging; Social factor; Types of information activities; Virtual community; Word of mouth; Virtual reality,
Duan W.; Gu B.; Whinston A.B.,"Duan, Wenjing (24170907100); Gu, Bin (7201864428); Whinston, Andrew B. (7005286020)",24170907100; 7201864428; 7005286020,Analysis of herding on the internet - an empirical investigation of online software download,2005,"Association for Information Systems - 11th Americas Conference on Information Systems, AMCIS 2005: A Conference on a Human Scale",7,,,3548,3552,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869782927&partnerID=40&md5=964b41794de1957f6929b098578a6350,"Online shopping often requires consumers to choose among multiple products without detailed information about the quality. Herding is common in situations where consumers infer product quality from other consumers' choices and incorporate that information into their own decision-making process. The Internet affects the herding phenomenon in two ways. On the one hand, it provides more information about other consumers' choices, therefore making herding more feasible. On the other hand, it provides more details about product quality, thus making herding less desirable. This paper empirically examines those two effects in the context of online software downloading. We find significant herd behavior in our analysis, and, surprisingly, the provision of professional product reviews or user reviews does not significantly influence the herding phenomenon. This study contributes to the E-Commerce and the Internet marketing research by investigating online consumer behavior. This paper also contributes to the emerging literature of studying the impact of virtual communities.",E-commerce; Herding; Informational cascades; Online user review; Software download; Virtual community,Information systems; Internet; Marketing; Quality control; Virtual reality; Decision making process; Empirical investigation; Herd behaviors; Herding; Internet marketing; Multiple products; Online consumer behavior; Online shopping; Online software; Online users; Product quality; Product reviews; Software downloads; Virtual community; Electronic commerce,
Herawan T.; Anggraini F.D.; Ihalauw J.J.O.I.; Hendratono T.; Damiasih D.; Suhendroyono S.,"Herawan, Tutut (35085139400); Anggraini, Fera Dhian (58951912600); Ihalauw, John J. O. I. (57196038693); Hendratono, Tonny (57203279901); Damiasih, Damiasih (57196001410); Suhendroyono, Suhendroyono (57198812651)",35085139400; 58951912600; 57196038693; 57203279901; 57196001410; 57198812651,Visualizing Trends in Tourism Entertainment Researches: Bibliometric Analysis Using the Scopus Database,2024,Lecture Notes in Networks and Systems,837 LNNS,,,498,504,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188429994&doi=10.1007%2f978-3-031-48465-0_67&partnerID=40&md5=56a9d4819c88519e0931fd938ce5a7d6,"Research related to tourism entertainment has been widely carried out. This paper identifies developments in tourism entertainment research in past decade. Bibliometric analysis was used to analyze 909 articles published from 2013 to 2023. Tourism entertainment is the main keyword used in article titles, abstracts, and keywords to obtain meta data retrieved from the Scopus database. The tool used in the bibliometric analysis is Harzing's Publish or Perish to extract data from the Scopus database and VoS Viewer to visualize data and then use it to analyze citations and metrics. The results show that most related articles are published in scientific journals, compared to other publication outlets. Related articles published in scientific journals received the highest citation compared to others. Based on network visualization, the most dominant terms are development, experience, marketing, and virtual reality. Finally, from the overlay and density visualizations, it is shown the latest trends in researches related to tourist behavior, tourist experience, marketing, cultural tourism, and the tourism industry. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",Bibliometric analysis; Information Visualization; Scientometrics; Scopus; Tourism entertainment; VoS viewer,Commerce; Database systems; Information systems; Publishing; Virtual reality; Visualization; Bibliometrics analysis; Information visualization; Meta-data; Publish or perish; Scientific journals; Scientometrics; Scopus; Scopus database; Tourism entertainment; VoS viewer; Marketing,Springer Science and Business Media Deutschland GmbH
Valtakoski A.; Peltonen J.; Laine M.O.J.,"Valtakoski, Aku (24336541000); Peltonen, Juliana (42262686000); Laine, Mikko O.J. (36710147200)",24336541000; 42262686000; 36710147200,Peer-to-peer service quality and its consequences in virtual communities,2010,"16th Americas Conference on Information Systems 2010, AMCIS 2010",7,,,5078,5086,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870265700&partnerID=40&md5=b4fd5f4b146d57d7525a7eee5c7d404b,"Virtual communities are an increasingly popular way to conduct business over the Internet. However, from the service provider's point of view they pose special challenges. In particular, unless the provider itself engages in content or service provision, the service relies entirely on its members for provision of services. The members should thus be seen as resources for service provision. This type of networked service production system implies challenges in terms of service quality management and, subsequently, value creation for community members. This paper explores these issues by revisiting service marketing and service operations literature on service quality. Our analysis of the literature indicates that firms facilitating virtual communities need to ensure the quality of their service by not only ensuring technical quality but also by nurturing the social aspects of the community that have an impact on the willingness of community members to provide service to each other.",Peer-to-peer; Service production system; Service quality; Virtual community,Information systems; Production engineering; Social aspects; Virtual reality; Networked services; Peer to peer; Peer-to-peer services; Production system; Service marketing; Service operations; Service provider; Service provisions; Service Quality; Service quality management; Technical quality; Value creation; Virtual community; Quality of service,
Hecker D.; Korner C.; May M.,"Hecker, Dirk (8397166300); Korner, Christine (57196821023); May, Michael (15078342100)",8397166300; 57196821023; 15078342100,Robustness analyses for repeated mobility surveys in outdoor advertising,2011,ICSDM 2011 - Proceedings 2011 IEEE International Conference on Spatial Data Mining and Geographical Knowledge Services,,,5969022,148,153,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052132037&doi=10.1109%2fICSDM.2011.5969022&partnerID=40&md5=4b1a01a1be345037fb01e62e9b570397,"A growing number of companies use mobility data in their day-to-day business. However, as the data grows older, new data has to be collected in order to keep applications up-to-date. Consequently, it is of great importance to know the impact that a different mobility sample may cause. This aspect of analysis has been largely neglected in mobility data mining research so far. In this paper we therefore analyze the robustness of performance measures with respect to a changed GPS sample in outdoor advertisement. The evaluation of outdoor advertising campaigns is a challenging application because it requires the evaluation of mobility data on a very fine spatial level. Thus, the application has a higher dependency on routes of individual test persons than classical mobility surveys. In our robustness analysis we apply bootstrapping and subsampling in order to measure the effect of a) a repeated mobility survey and b) a mobility survey of smaller size. We conduct our experiments on a real-world data set from Swiss outdoor advertising. Our results show that the effect is comparably small for a typical campaign and may be mitigated further by increasing the campaign size. © 2011 IEEE.",bootstrap; GPS; mobility mining; outdoor advertising; robustness analysis; sampling; standard error,Data mining; Geographic information systems; Marketing; Virtual reality; Advertising campaign; bootstrap; Mobility surveys; outdoor advertising; Performance measure; Real world data; robustness analysis; Spatial levels; standard error; Surveys,
,,,"MIPRO 2007 - 30th Jubilee International Convention: Microelectronics, Electronics and Electronic Technologies, Hypermedia and Grid Systems, MEET /HGS",2007,"MIPRO 2007 - 30th Jubilee International Convention Proceedings: Microelectronics, Electronics and Electronic Technologies, Hypermedia and Grid Systems, MEE /HGS",1,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895887498&partnerID=40&md5=d10ac71f2f0c0b87b0ad576212433339,"The proceedings contain 222 papers. The special focus in this conference is on Microelectronics, Electronics and Electronic Technologies, Hypermedia and Grid Systems. The topics include: Nanocomposite photonic glasses and confined structures tailoring Er3+ - spectroscopic properties; electromigration in interconnect structures of microelectronic circuits; porous silicon prepared on a thin epitaxial silicon layer; coherent Raman scattering of acoustical vibrations of three-dimensional Ge quantum dot supracrystalls; characterization of cold plasmas for new materials preparation by optical spectroscopy methods; structural properties of Ge nanocrystals embedded in SiO2; sub-100 nm silicon nitride hard-mask for high aspect ratio silicon fins; electrical properties of 4H-SiC based schottky diode; comparison of photo-sensitivity of Si and InP IMPATT diodes at 220 GHz; comparison of 1D and 2D model of quantum effects in the simulation of sub-50 nm double-gate MOSFETs; negative resistance active resistor with improved linearity and frequency response; superior-order curvature-corrected voltage reference with low-voltage low-power operation; interconnect properties and the delay time; modelling of on-chip spiral inductors; time-domain response simulation of multiconductor transmission lines excited by an incident electromagnetic filed; comparison of s-parameters measured using time domain reflectometer and vector network analyzer; stochastic pulse arrival - time pick - off resolution; simulations of symmetrical transverse electromagnetic cell; circuit simulation pogram as support tool in mathematical environment; modeling and simulation of PEM fuel cell - power converter system; educational IGBT power switch module; digital filtering in audio mixing devices; USB audio streaming system with FPGA an example of project-based education in microelectronics; constellation switch influence on position accuracy of low-cost GPS receiver; calculating spatial deformations of reinforced concrete bars using grid systems; a new actor-based structure for distributed systems; AMGA WI - AMGA web interface; GSAF - grid storage access framework; communication speed in computational grids; new algorithms in the grid application SALUTE; easy grid management using lustre technologies; grid security infrastructure based on globus toolkit; analysis and development of algorithms for database query command on the grid; invariant associative image memory based on trace transform and KLT; visualizing non linear implicit functions; web services for business applications; grid based 3D rendering; benchmarking of ICT conferences in Croatia; using data warehouse for telecom marketing support; developing a rich and scalable web application using JSF technology; internet protocol over DWDM; ENUM based number portability in VoIP and IMS networks; opis prometnog modela za paketske usluge u UMTS-u; IP mobility extensions to IPv4 networks for mobility-unaware nodes; seamless MIPv6 handover analysis in IEEE 802.11 networks; performance of packet processing in MPLS Linux-based network; latency improvements in 3g long term evolution; content protection system based on hardened personal computers and full users' rights on protected content; new software development trend in controlling media servers - MSML protocol; radius/LDAP authentication in open-source IP PBX; iskustva u dogradnji PBX centrala sa VoIP funkcionalnostima; mobile streaming - expectations, achievements and challenges; usluge modernog telefoniranja T-HT-a, net phone usluge; service provisioning in telecommunication networks using software agents and rule-based approach; a comparison of congestion management mechanisms in voice over internet protocol (VoIP) networks; IMS i sustav naplate u stvarnom vremenu utemeljen na kvaliteti usluge; LUSCA - test framework for network applications; modern challenges in copper-based access networks design from the aspect of providing wideband services; on testing and measurement tools for control of wireless telecommunication networks; integrating change request generator into customer business environment; fault slip through measurement process implementation in CPP software verification; using six sigma methodology to improve telecommunication software maintenance process; active noise control; generic approach to a computer vision; AGCS - modular, extensible and portable computer memory simulator; small surface defects detection on ceramic tiles using digital holography; parametric system identification using dominant pole location; identification of natural gas cooling process using manual mode of controller operation; linear model of PEM fuel cell power system for controller design purposes; computer based measurement system for temperature sensors manufacturing industry; identification and controller design of the biogas plant laboratory model; integrated mobile electrocardiography; modeling and control of PMSM drive using MRAC with signal adaptation algorithm; safety aspects of users operating with HDD external USB case; state feedback optimal controller design for the rotational electromechanical system; Euclidean Steiner minimal tree in simple polygon; control of emotional characteristics of stimuli in virtual reality based psychotherapy; upravljanje sustavom za pozicioniranje s koracnim motorom; distribuirano inteligentno upravljanje rasvjetnim sustavom vozila i detekcija kvara; vizualna kontrola uporabom mrezne kamere; validation of a test setup for a low-cost color classification device using remission/reflection sensors; improving textile colour matching using fuzzy logic; raspoznavanje glasovnih naredbi za mobilne uredaje; developing factual knowledge from medical data by composing ontology structures; automated reasoning systems and remote databases in distributed information systems; English-to-Slovenian by statistical machine translation; a state of the art techniques in semantic analysis of natural language utterances; PHP scripts generator for remote database maintenance based on C++ generative objects; morphosyntactic annotation of Macedonian language using support vector machines; vision-based recognition of hand shapes in Croatian sign language (CROSLAN); artificial neural network for motion control of a six-legged robot; automatic segmentation of Croatian speech; robust image registration based on features extracted from image of edges; bondmaster - computer software for bond management; discipline-related information behaviour research; utilizing dyknow software and pen-based, wireless computing in teaching introductory modern physics; developing an e-learning application for teaching phraseology in foreign languages; evaluation of students by measuring the complexity of their software product; the initiation of new technologies in Croatian education - options and obstacles; computer literacy; RPG kao sustav neformalne edukacije; implementation of synchronous learning environment; electronic learning as a necessity of modern society; computer assisted study of knitted structures; experience in using non-educational software and LMS in teaching informatics; economic aspects of intellectual property; business informatics curriculum; the teacher's role in moderated online course; ampyx - sustav za online provjeru znanja; E-portfolio of teacher training; mind maps in ICT education; CAD programs at power electrical engineering study program; teachers' new role in E-learning educational process; visual novel project-based multimedia course; play and computer in preschool education; learning object as basis of ecourses; learning by doing - mentoring by a virtual teacher; information technology as a factor of efficiency in entrepreneurial development; using a wiki system for learning activities in a specialist English academic course; user interface model and guidelines to support children's learning by the interactive educational software; pedagogical terms of reference and dilemmas; evaluation of online courses as an element of instructional design; E-learning a modern vision of study; the quality augmentation of labor in the perspective of the knowlledge society; on the use of simulation models in learning about production-stocking process; the impact of technology on the travel industry; E-learning experience in teaching SQL course; the concept of concepts in knowledge transfer and knowledge acquisition focused on computer science topics; flowchart in end-user modeling and programming in spreadsheets interface; a gradual approach to programming; multimedia learning systems and its implementation for the subject advanced it skills; a bilingual interactive multimedia learning system and its implementation in the macromedia flash and XML the subject it skills; a gird-based E-assessment IRT-item bank platform; lifelong learning and doctoral studies - facilitation with podcasting techniques; project retrospectives as an improvement method for the new economy software development; new activities in e-government development in Serbia; uloga informacijskih tehnologija u razvoju oblika prodavaonica; document management system - a case study of varazdin county; a method for materializing service oriented government (SOG); information security management systems as fundamental requirement for business success; the importance of computerized banking systems in bank management.",,,Croatian Society for Information and Communication Technology
Chiu C.L.; Ho H.-C.; Yu T.; Liu Y.; Mo Y.,"Chiu, Candy Lim (57196437250); Ho, Han-Chiang (57193351798); Yu, Tiancheng (57222748636); Liu, Yijun (57222749386); Mo, Yuwen (57222748166)",57196437250; 57193351798; 57222748636; 57222749386; 57222748166,Exploring information technology success of Augmented Reality Retail Applications in retail food chain,2021,Journal of Retailing and Consumer Services,61,,102561,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103954810&doi=10.1016%2fj.jretconser.2021.102561&partnerID=40&md5=61d10d49e5382e338448b564f6f95e27,"Augmented reality retail applications (ARRAs) have emerged as rapidly developing innovative and futuristic retail innovation used in both physical store and online shops to improve the retail settings and customer experience. So, the objective of this research was to identify predictors of user benefits of ARRA in the retail food chain. By integrating the theory of information system success model, this study proposes a model to investigate the mediating effect of two values: (1) user satisfaction and (2) user continuance intention between quality perspective as explanatory variables (system, service, and information quality) and user benefits as the outcome variable. Both the mediating factors are found positively playing mediating roles among all proposed relationships. This paper provides valuable course of action for retailers and marketers on assessing customers satisfaction and using ARRA to create marketing strategies effectively. © 2021 Elsevier Ltd",Augmented reality; IS success Model; Mobile application; Retail; Retail food chain; User satisfaction,information technology; innovation; marketing; retailing; software,Elsevier Ltd
Michailidi E.; Michailidis H.; Tavoultzidou S.; Papatsimouli M.; Fragulis G.F.,"Michailidi, Eleni (57194216078); Michailidis, Heracles (57219507639); Tavoultzidou, Stavroula (57219510500); Papatsimouli, Maria (57191843722); Fragulis, George F. (6602402881)",57194216078; 57219507639; 57219510500; 57191843722; 6602402881,Digital Transformation of Small Greek Companies during the Covid-19 Pandemic,2021,"2021 International Conference on Decision Aid Sciences and Application, DASA 2021",,,,1103,1108,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125765372&doi=10.1109%2fDASA53625.2021.9682410&partnerID=40&md5=2b717c7fd9ebf7966c4662c5a16db521,"To meet changing business and market requirements many businesses opt for digital transformation, a process entailing the integration of digital technologies, such as the Internet of Things, Artificial Intelligence, Virtual Reality, Machine Learning, Cybersecurity, Information systems, Big Data, etc. into all their business practices. Covid-19 pandemic urged companies worldwide to engage in digital transformation for reasons of survival, competitiveness, and adaption to the emerged conditions. The present study investigates the engagement of small Greek companies into digital transformation process during the Covid-19 pandemic. An online questionnaire was used as a research tool and was distributed throughout Greece. The collected data showed that digital transformation is still in its early stages in Greece, although Greek entrepreneurs consider it a key element to make their businesses viable. A future study, with a bigger sample and more research tools, when Covid-19 pandemic ends, might contribute to a better understanding of digital transformation process in Greece under circumstances different than those of a pandemic crisis.  © 2021 IEEE.",Covid-19 pandemic; Digital marketing; Digital Technologies; Digital transformation; small Greek companies,Artificial intelligence; Big data; Commerce; Metadata; Business requirement; Covid-19 pandemic; Digital marketing; Digital technologies; Digital transformation; Machine-learning; Market requirements; Research tools; Small greek company; Transformation process; Virtual reality,Institute of Electrical and Electronics Engineers Inc.
Li G.; Lin S.; Tian Y.,"Li, Gengrui (58857242600); Lin, Shihua (58856935500); Tian, Yali (58856628300)",58857242600; 58856935500; 58856628300,Immersive Museums in the Digital Age: Exploring the Impact of Virtual Reality on Visitor Satisfaction and Loyalty,2024,Journal of the Knowledge Economy,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183767773&doi=10.1007%2fs13132-024-01782-7&partnerID=40&md5=6efc27febdfc2e136f11767b114c1c4d,"In the digital era, virtual reality (VR) technology has revolutionized the museum experience, redefining how visitors engage with cultural artifacts and exhibits. This research investigates the profound impact of VR on museums, specifically focusing on its influence on visitor satisfaction, loyalty, and the democratization of cultural heritage. By combining the information systems (IS) success model, flow theory, and the Customer Satisfaction Index (CSI) model, this study offers a comprehensive framework to analyze the complex dynamics of VR integration within museums. The findings reveal that visitor satisfaction and loyalty are closely linked to the quality of information, system functionality, and aesthetic appeal in VR-enhanced museum spaces. Flow experience serves as a mediating factor, elucidating the psychological underpinnings of visitor engagement and the attainment of positive outcomes. By evaluating dimensions such as information quality (IQ), system quality (SQ), aesthetic quality (AQ), flow experience (FE), visitor satisfaction (VS), and visitor loyalty (VL), this research provides practical recommendations for museums seeking to thrive in the digital age. Also, the study explores the global accessibility facilitated by VR, making cultural collections accessible to diverse audiences and expanding the influence of museums worldwide. The research emphasizes the importance of information systems management and marketing strategies in maximizing the benefits of VR-enhanced museum experiences, ultimately leading to greater visitor satisfaction. This study contributes to the theoretical understanding of VR’s impact on museums and calls for strategic interventions to ensure the continued relevance and growth of museums in the digital era. © 2024, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Cultural heritage; Immersive experience; Museums; Technology integration; Virtual reality; Visitor satisfaction,,Springer
Duan W.; Gu B.; Whinston A.B.,"Duan, Wenjing (24170907100); Gu, Bin (7201864428); Whinston, Andrew B. (7005286020)",24170907100; 7201864428; 7005286020,An empirical investigation of herding on the internet: The case of software downloading,2005,"Association for Information Systems - 26th International Conference on Information Systems, ICIS 2005: Forever New Frontiers",,,,859,871,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869821799&partnerID=40&md5=5a8ce9fe8510308f226a85947c5756fe,"Online shopping often requires consumers to choose among multiple products without detailed information about the quality. Herding is common in such situations which require consumers to infer product quality from other consumers' choices and incorporate that information into their own decision-making process. The Internet affects the herding phenomenon in two ways. On the one hand, it provides more information about other consumers' choices, making herding more feasible. On the other hand, the Internet provides more details about product quality, thus making herding less desirable. In this paper, we empirically examine those two effects in the context of online software downloading. We collected data on daily software downloads and studied how the daily download market share is related to the cumulative number of downloads and to the professionals' and users' ratings. We find significant herd behavior in our analysis of customers' software choices. Surprisingly, the provision of professional product reviews or user reviews does not have a significant influence on the herding phenomenon. Our results suggest that consumers are in favor of information inferred from others' behavior, but choose to ignore other sources of information. Such results are consistent with the predictions of the informational cascades literature. Our results also indicate that the vast amount of information provided on the Internet may not have as great an impact on consumer decision-making as previously expected. This paper contributes to e-commerce and Internet marketing research by investigating and offering a more in-depth understanding of online consumer behavior. This paper also contributes to the emerging literature on the impact of virtual communities.",CNET Download.com; E-commerce; Herding; Informational cascades; Internet marketing; Online user review; Software download; Virtual community,Competition; Electronic commerce; Information systems; Internet; Quality control; Virtual reality; CNET Download.com; Herding; Internet marketing; Online users; Software downloads; Virtual community; Consumer behavior,
Zhang S.; Moore A.B.,"Zhang, S. (56353282300); Moore, A.B. (19337819100)",56353282300; 19337819100,The usability of online geographic virtual reality for urban planning,2013,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",XL-2/W2,,,145,150,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907005814&doi=10.5194%2fisprsarchives-XL-2-W2-145-2013&partnerID=40&md5=46410ca80e73f6dbcf5d894d62ba7bc6,"Virtual reality (VR) technology is starting to become widely and freely available (for example the online OpenSimulator tool), with potential for use in 3D urban planning and design tasks but still needing rigorous assessment to establish this. A previous study consulted with a small group of urban professionals, who concluded in a satisfaction usability test that online VR had potential value as a usable 3D communication and remote marketing tool but acknowledged that visual quality and geographic accuracy were obstacles to overcome. This research takes the investigation a significant step further to also examine the usability aspects of efficiency (how quickly tasks are completed) and effectiveness (how successfully tasks are completed), relating to OpenSimulator in an urban planning situation. The comparative study pits a three-dimensional VR model (with increased graphic fidelity and geographic content to address the feedback of the previous study) of a subdivision design (in a Dunedin suburb) against 3D models built with GIS (ArcGIS) and CAD (BricsCAD) tools, two types of software environment well established in urban professional practice. Urban professionals participated in the study by attempting to perform timed tasks correctly in each of the environments before being asked questions about the technologies involved and their perceived importance to their professional work. The results reinforce the positive feedback for VR of the previous study, with the graphical and geographic data issues being somewhat addressed (though participants stressed the need for accurate and precise object and terrain modification capabilities in VR). Ease-ofuse and associated fastest task completion speed were significant positive outcomes to emerge from the comparison with GIS and CAD, pointing to a strong future for VR in an urban planning context.",3D virtual environments; CAD; Effectiveness; Efficiency; GIS; Satisfaction; Urban design,Computer aided design; Efficiency; Feedback; Geographic information systems; Virtual reality; Computer aided design; Efficiency; Feedback; Geographic information systems; Social networking (online); Virtual reality; 3-D virtual environment; Comparative studies; Effectiveness; Planning and design; Professional practices; Satisfaction; Software environments; Urban design; Urban planning; Urban planning,International Society for Photogrammetry and Remote Sensing
